Epoch,Train Loss,Validation Loss,Accuracy
1,2.233567897544888,2.0899662178182092,29.734552754851663
2,2.0557642284953497,2.0163750930613045,30.336828016952932
3,1.6174414530662238,1.3006294177732434,56.43542270800803
4,1.0730653303840356,0.9523167687856006,69.50702654472451
5,0.7004735369000509,0.8355244538776603,70.62235110417132
6,0.45299278121711806,0.501130271915121,85.76845862145885
7,0.3009046981472181,0.3439930666472557,89.5159491412001
8,0.20840299672776041,0.4094891756556736,86.81686370733884
9,0.17199381955486237,0.5159858587078644,84.92081195627928
10,0.1234737578773922,0.27154595185165686,91.54583983939327
11,0.11779211733521236,0.22822263681564275,93.26343966094133
12,0.07114877071570468,0.19463656607091848,94.64644211465536
13,0.08682497821852905,0.3628558049552653,88.7798349319652
14,0.06553699959866265,0.2850702476990782,92.61655141646219
15,0.082050492845082,0.18498085789015606,94.71336158822217
16,0.06682921819068136,0.29473497121001585,91.83582422484943
17,0.05779434062486407,0.2899097031743839,91.45661387463753
18,0.07448930040651221,0.20084180155351802,94.80258755297791
19,0.03615957771027674,0.15811485558651353,95.60562123577961
20,0.030573128308700404,0.21887093756592688,93.95494088779834
21,0.07178302808359789,0.19987580310545028,94.69105509703324
22,0.03905258326582707,0.31598676112589213,92.4380994869507
23,0.04047386834663896,0.18159442206523252,95.38255632389026
24,0.01824502876377872,0.13648977102899262,96.56480035690386
25,0.0525012224654853,0.28682704958620703,93.21882667856346
26,0.035686160943331484,0.2589508418883186,92.1258086103056
27,0.03277221528677794,0.17222934668228637,95.82868614766898
28,0.04535742553891091,0.15651602405856962,96.07405755074727
29,0.024931159902495007,0.16564450161033384,96.11867053312514
30,0.051186173842618005,0.248644448475596,93.88802141423155
31,0.02095756914937731,0.149062380940605,96.54249386571492
32,0.027605633350150288,0.17721153525404376,95.42716930626813
33,0.03357386367836525,0.31711699825567446,92.21503457506134
34,0.021872034026939637,0.2492750773398454,93.19652018737453
35,0.016315633364883956,0.15666289638429717,96.23020298906982
36,0.034422824993996855,0.1790707639104676,95.58331474459068
37,0.028014746077885313,0.17298173492972443,95.94021860361366
38,0.027517176288078555,0.12695018695127694,96.76555877760428
39,0.0038470530816372313,0.17492039133254286,95.96252509480259
40,0.045737871907862875,0.11990366871412228,97.12246263662726
41,0.017277414032958884,0.10704172844017838,97.50167298683917
42,0.0057088127919592705,0.11651266328510984,97.50167298683917
43,0.03571156404787082,0.13035028418995495,96.72094579522641
44,0.011669947806803792,0.15335385265045579,96.45326790095918
45,0.024932709007518143,0.22884764917194014,94.57952264108856
46,0.015543061373321806,0.1592167860951876,96.36404193620344
47,0.0007363670468395525,0.11334961062192264,97.81396386348428
48,0.04328244226719898,0.1192856781693589,96.8324782511711
49,0.019160541514682987,0.1631891209545846,95.96252509480259
50,0.006905976082181754,0.23517622625887946,95.27102386794557
51,0.026162331127014764,0.12867271220429724,96.8324782511711
52,0.018993808369453687,0.19565111495548942,95.58331474459068
53,0.018914055978979914,0.10638427699456472,97.47936649565024
54,0.014361826506271182,0.11595241628883644,97.30091456613874
55,0.020823590901741643,0.2312912817610338,94.71336158822217
56,0.011183515981507824,0.23777765723479144,94.17800579968771
57,0.023542608677175704,0.0996455215837803,97.54628596921704
58,0.006229687792387594,0.15223528387560753,96.2748159714477
59,0.008555596947492574,0.40037286883933476,90.49743475351328
60,0.024489778257034106,0.137962292903171,96.52018737452599
61,0.013609929464075006,0.1842190513832777,96.0963640419362
62,0.0006529991885556288,0.10579313408069839,97.90318982824002
63,8.18703901617896e-05,0.10028569310148783,98.30470666964086
64,2.8811001292088878e-05,0.10003073895814335,98.34931965201874
65,1.8859649907646807e-05,0.1025122715028439,98.32701316082981
66,1.301535266765412e-05,0.10496035987744466,98.3939326343966
67,8.838380435012051e-06,0.1066735964543043,98.34931965201874
68,6.028651557445903e-06,0.10945695439227723,98.41623912558555
69,4.063447949679643e-06,0.11283514309863404,98.3939326343966
70,2.7003305775708173e-06,0.11687653677334349,98.32701316082981
71,1.7802155751827319e-06,0.11793096597563923,98.37162614320768
72,1.1571279237570133e-06,0.12279859773458791,98.32701316082981
73,7.548129382144555e-07,0.1267534657858383,98.32701316082981
74,4.849835652859229e-07,0.12980579909424286,98.34931965201874
75,3.126838419969017e-07,0.133114555948646,98.30470666964086
76,1.9902687525110665e-07,0.13782339831640522,98.30470666964086
77,1.29707202835387e-07,0.14036346794942062,98.3939326343966
78,8.17903871104694e-08,0.14357242344272927,98.32701316082981
79,5.178355468248034e-08,0.14836299712545392,98.34931965201874
80,3.313658480069948e-08,0.15155159699993354,98.3939326343966
81,2.1170241330613706e-08,0.15464576653054482,98.34931965201874
82,1.3731745244912203e-08,0.15607286022275857,98.3939326343966
83,8.858385637652755e-09,0.1578996925578303,98.46085210796342
84,5.643304847338101e-09,0.16065693347265714,98.3939326343966
85,3.818311502360499e-09,0.15909091723319463,98.3939326343966
86,2.6875565580644935e-09,0.1591826797538941,98.37162614320768
87,2.2147978845293407e-09,0.15970197618406032,98.41623912558555
88,1.63009124391339e-09,0.15449817651187678,98.41623912558555
89,1.2402868194763349e-09,0.16282419642745533,98.41623912558555
90,9.036375368415026e-10,0.165413960657791,98.43854561677448
91,0.05946948741440871,0.12789601114009663,96.78786526879321
92,0.009575477214680885,0.14827599880521822,96.52018737452599
93,0.016471003261744225,0.10433080021155731,97.56859246040598
94,0.009962668734466744,0.2649068383912467,93.10729422261878
95,0.019990584620677536,0.12273811409309779,97.07784965424939
96,0.014851803950530805,0.11134716956211942,97.59089895159491
97,0.00912901678120196,0.1144083290474769,97.25630158376087
98,0.009261763900975177,0.1552104802879248,96.96631719830471
99,0.023381205739161463,0.17531378141549692,95.89560562123577
100,0.013129568572004851,0.09715443858116934,97.97010930180683
