Epoch,Train Loss,Validation Loss,Accuracy
1,2.5035721257807384,2.3044403693854174,11.091314031180401
2,2.3018219663753805,2.3005996853431347,11.091314031180401
3,2.300386770159963,2.300006674702057,11.091314031180401
4,2.3001010610714254,2.299891173203221,11.091314031180401
5,2.3000419091668056,2.2998789324030757,11.091314031180401
6,2.3000313852970153,2.2998729744839923,11.091314031180401
7,2.3000438383444877,2.2998782612675024,11.091314031180401
8,2.3000337003102342,2.2998772244436463,11.091314031180401
9,2.3000319253533688,2.2998858609657695,11.091314031180401
10,2.3000100804282426,2.2998706072674953,11.091314031180401
11,2.3000267087775375,2.2998754918787405,11.091314031180401
12,2.3000098403086984,2.29988268176856,11.091314031180401
13,2.3000359572071525,2.2998759958667687,11.091314031180401
14,2.3000284122938774,2.2998701338241956,11.091314031180401
15,2.300017910536631,2.299877215958999,11.091314031180401
