Epoch,Train Loss,Validation Loss,Accuracy
1,2.4718892446737937,2.410951140512351,10.104840508588
2,2.350772808621528,2.3213747650703076,10.93018068257863
3,2.3127607678403184,2.3114347474855035,11.175552085656927
4,2.306374774960077,2.3047836921393237,11.197858576845862
5,2.3012505765477203,2.308189980924342,10.974793664956502
6,2.2961869738756833,2.30266462441441,11.37631050635735
7,2.290830871012775,2.2990494436216524,11.800133838947133
8,2.2894985993325214,2.290274374001391,12.15703769797011
9,2.2787968647465835,2.2893727962656802,12.915458398393932
10,2.2761333757008155,2.2862243219626754,12.447022083426278
11,2.2772718487965222,2.2872076348477837,13.071603836716484
12,2.2727969690678944,2.289558356342791,12.558554539370958
13,2.271912884627171,2.2806239806884547,12.201650680347981
14,2.2687784973421223,2.284546517816727,12.424715592237341
15,2.268340574008248,2.277200730245733,13.116216819094356
16,2.2657972408389933,2.2721383461324347,13.87463751951818
17,2.261166990299429,2.278262185880722,13.183136292661164
18,2.257144651855215,2.2756319767215496,14.499219272808388
19,2.2557625441715636,2.270583796755699,13.963863484273924
20,2.2489205897917506,2.271563800628499,13.31697523979478
21,2.249902535278647,2.2690944773446624,13.227749275039036
22,2.25064611704256,2.2664671215722567,14.298460852107963
23,2.2492870489283776,2.272838590408135,14.298460852107963
24,2.249137810095879,2.2688399438756215,14.298460852107963
25,2.2412419843617006,2.263829944821015,14.945349096587107
26,2.234481920810432,2.263498215912924,14.253847869730091
27,2.2335932186752663,2.2595812960451607,14.945349096587107
28,2.229888611826403,2.2575708589519894,14.967655587776044
29,2.2232369202921136,2.2538246001213045,14.164621904974348
30,2.2186470594474166,2.2544494689147245,15.101494534909659
31,2.223282660513797,2.2532310833710367,15.547624358688378
32,2.216844562259497,2.2534137612135807,15.726076288199867
33,2.214539749727238,2.248199207502752,15.391478920365827
34,2.20716727687119,2.2456462094792267,15.681463305821994
35,2.2026917689195287,2.2457538779520054,16.462190497434754
36,2.195481373212,2.241142702696586,16.685255409324114
37,2.197095267412637,2.235897247053126,16.975239794780283
38,2.1912367525338845,2.232352846457865,16.283738567923265
39,2.1803023443777696,2.2297254597164984,18.469774704438993
40,2.1757170976838376,2.226246809195793,18.02364488066027
41,2.17383000244,2.2258008383347048,17.822886459959847
42,2.1653976318527204,2.2238062301988704,18.24670979254963
43,2.165926944486593,2.2209406616000518,18.893598037028774
44,2.156165830161994,2.2175925783415282,18.60361365157261
45,2.1456186086754454,2.216242440654714,18.692839616328353
46,2.1379562079126853,2.21179009799007,19.072049966540263
47,2.12854825089576,2.213062111593226,19.406647334374302
48,2.123432917345435,2.206442513075588,19.85277715815302
49,2.109862991660727,2.2067552902520338,19.62971224626366
50,2.101072751384286,2.201580586382503,19.562792772696856
51,2.092758700481918,2.1974828888088784,20.410439437876423
52,2.080483387398238,2.1993464473303526,20.521971893821103
53,2.069117020199897,2.195518876309921,20.901182244033013
54,2.0555953861842116,2.192885148143429,20.343519964309614
55,2.043659454010046,2.192661212856659,21.213473120678117
56,2.0288019662237904,2.188844461882242,20.81195627927727
57,2.0179325061519138,2.187734020986591,20.455052420254294
58,2.0062205339300223,2.1813358670876117,21.681909435645775
59,1.989892539314651,2.180696922689146,21.325005576622797
60,1.9771905797273452,2.1797314788947326,21.101940664733437
61,1.9602703277052653,2.176666357339065,22.128039259424494
62,1.9469778230159094,2.176496493858799,21.771135400401516
63,1.931107784281446,2.1743140458212205,21.904974347535134
64,1.9165248998421975,2.1704812406220895,21.994200312290875
65,1.9017262351073494,2.168820956847846,22.52955610082534
66,1.8853747192659502,2.1655032986847957,22.64108855677002
67,1.8699157393928374,2.164621310301947,22.908766451037252
68,1.8555793332713395,2.1619855746679884,23.511041713138525
69,1.840884939952356,2.160126768821499,22.685701539147892
70,1.8252617092393384,2.1583933923592347,23.19875083649342
71,1.81115284473519,2.1558195428916145,23.600267677894266
72,1.7961040302916174,2.1534815598212953,23.622574169083205
73,1.7813157682328105,2.1526238197109455,23.890252063350434
74,1.7664215896415938,2.1514512058678896,23.80102609859469
75,1.751668499567846,2.1494306665298355,24.447914343073833
76,1.7374860114915192,2.147080894891053,24.068703992861924
77,1.7248568534851074,2.14436922463658,24.224849431184474
78,1.7105219744048419,2.143303460073641,23.957171536917244
79,1.6965269836886177,2.140372300063164,24.113316975239794
80,1.6833225989029892,2.13903579593129,24.04639750167299
81,1.6703528953930995,2.138478016938179,24.447914343073833
82,1.6579478371015768,2.1345969120378596,24.604059781396387
83,1.6449614849725602,2.1350615567584055,24.91635065804149
84,1.6326972271684517,2.130782756516942,24.849431184474682
85,1.6202529437760251,2.132281479886418,24.827124693285747
86,1.6074119459009342,2.1286376082600222,24.96096364041936
87,1.5951289193667073,2.1272906120137387,25.161722061119786
88,1.5842907366372743,2.125248417735524,25.987062235110418
89,1.5728575288895053,2.123572145492581,25.76399732322106
90,1.5607170612151502,2.1200634058684216,25.47401293776489
91,1.549996870309646,2.1178162322774052,26.277046620566583
92,1.5385362003419403,2.116981393501852,25.8532232879768
93,1.5268922786225037,2.11553157818275,26.03167521748829
